25000,B0078Y6OX8,A3RYUZOMEWUZOL,"Carol Larkins ""Grammy great""",1,1,5,1284681600,coffee,I reall love the chocolate raseberry kcups I was getting them through the  company but they are cheaper through amazon thhttp://www.amazon.com/gp/product/B0039556K2/ref=cm_cr_rev_prod_titleanks
25001,B0078Y6OX8,A3P0TJ7GYKM9L9,"Elena Mann Bowman ""elenasstar""",1,1,5,1284681600,Delicious coffee,Van Houtte is my favorite K cups brand. I am really enjoying this and will order it again!
25002,B0078Y6OX8,A3THT6EZQFPY7P,gumgirl,1,1,5,1283904000,Love this Flavor,I just ordered and received this flavor of K-cups.  It has become my favorite and will be reordering again soon.
25003,B0078Y6OX8,A2BUSR3U0RVFAM,Bett E Crocker,1,1,4,1282953600,Chocolate Raspberry Truffle K-Cup,How can anyone go wrong with Chocolate Raspberry Truffle?  I enjoyed this K-cup and would absolutely reorder.
25004,B0078Y6OX8,A2Z4TQN4C4WSSB,Kelly L. Roth,1,1,5,1282348800,Wonderful flavor,This is a great smooth flavorful cup of coffee.  I favorite in my house.  Will continue to purchase this.
25005,B0078Y6OX8,A2Z4TQN4C4WSSB,Kelly L. Roth,1,1,5,1282348800,Yummy Flavor,This coffee is a great yummy flavor and a favorite in our house.  I only have one thought....I tend to add to much sugar since the coffee itself is pretty sweet.
25006,B0078Y6OX8,A1HPL8VEGQVWHH,Betty-jean Triner,1,1,5,1281052800,great iced or hot,This coffee has a distinct flavor and aroma. Perfect mix of chocolate and rasberry. Raspberry is a natural flavor. It is great even made as a larger cup serving over ice.
25007,B0078Y6OX8,A3OHWIV2QD18A3,toadsoup,1,1,5,1278892800,wonderful!,"Very chocolately, raspberry taste unlike some of the Van Houette k-cups (Spicy Mayan Chocolate, for example, which (to me) has little or no flavor and smells like wet, sweaty socks.)  Well, the chocolate raspberry truffle definitely does have plenty of flavor and smells as amazing as it tastes. Definitely worth the purchase! Also, the 24-count boxes are great for host/hostess/party gifts and much better than the ubiquitous bottle of wine that everyone brings, assuming, of course, that your host has a Keurig coffee machine.  Great product!"
25008,B0078Y6OX8,A1YZ3F1RI81584,Country girl,1,1,5,1277424000,Great cup of coffee,Van Houtte Creme Brulee is a very great tasting smooth coffee. I enjoy it very much.
25009,B0078Y6OX8,ASHZRXN8C1R6S,"John S. Brandte ""NewLeafTurning""",1,1,5,1275350400,Van Houtte Cr&egrave;me Brul&eacute;e is a winner!,"Brews a very nice cup of coffee with flavor that is more than subtle, but not overwhelming. We will be getting this again for ourselves as well as for other family members :)"
25010,B0078Y6OX8,A1MVN7BGX0CYKD,"L. Silver ""amazonophile""",1,1,5,1274572800,"I never drink flavored coffee, but...","I never drink flavored coffee, but this one is amazingly good.  I do love the combination of raspberry and chocolate in general, so I took the plunge.  This is delicious coffee. The raspberry flavor is so natural, not too jammy or sweet - and it mixes well with the subtle chocolate and rich coffee. Not for my morning brew, but a nice afternoon blend."
